case_id,selection_rank,frequency_index,frequency_ghz,power_fraction,snr_db,noise_variance_db2
training_prior__coherent_csi_zero_residual__uniform__k32,17,132,236.0,0.03125,28.550411406071944,0.0017556430553773048
training_prior__coherent_csi_zero_residual__uniform__k32,18,140,246.66666666666666,0.03125,28.93062924936558,0.0016084754570870215
training_prior__coherent_csi_zero_residual__uniform__k32,19,148,257.3333333333333,0.03125,29.25180007640857,0.0014938168569009758
training_prior__coherent_csi_zero_residual__uniform__k32,20,156,268.0,0.03125,29.51333334485564,0.0014065139018886311
training_prior__coherent_csi_zero_residual__uniform__k32,21,165,280.0,0.03125,29.711138860528976,0.0013438892423764963
training_prior__coherent_csi_zero_residual__uniform__k32,22,173,290.66666666666663,0.03125,29.73207196674757,0.0013374272475135387
training_prior__coherent_csi_zero_residual__uniform__k32,23,181,301.3333333333333,0.03125,29.376077221185042,0.0014516758146945158
training_prior__coherent_csi_zero_residual__uniform__k32,24,189,312.0,0.03125,27.27074624334918,0.0023572342313055664
training_prior__coherent_csi_zero_residual__uniform__k32,25,197,322.66666666666663,0.03125,-14.061077275035842,32.0320763563917
training_prior__coherent_csi_zero_residual__uniform__k32,26,206,334.66666666666663,0.03125,24.193722705632382,0.0047874592789586
training_prior__coherent_csi_zero_residual__uniform__k32,27,214,345.3333333333333,0.03125,27.010135340693992,0.0025030171741408816
training_prior__coherent_csi_zero_residual__uniform__k32,28,222,356.0,0.03125,23.714800465557914,0.005345610569435334
training_prior__coherent_csi_zero_residual__uniform__k32,29,230,366.66666666666663,0.03125,5.194989316101669,0.38017051570784943
training_prior__coherent_csi_zero_residual__uniform__k32,30,239,378.66666666666663,0.03125,-150.0,1257411313410759.0
training_prior__coherent_csi_zero_residual__uniform__k32,31,247,389.3333333333333,0.03125,-20.269108323560943,133.7790772035927
training_prior__coherent_csi_zero_residual__uniform__k32,32,255,400.0,0.03125,21.392371073715438,0.00912515512714104
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,1,214,345.3333333333333,0.03125,27.010135340693992,0.0025030171741408816
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,2,164,278.66666666666663,0.03125,29.695974389845432,0.0013485899676059074
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,3,223,357.3333333333333,0.03125,22.798641310118214,0.006601053194675354
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,4,133,237.33333333333331,0.03125,28.601801979354477,0.0017349907575587972
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,5,178,297.3333333333333,0.03125,29.5862319097089,0.0013831018829640425
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,6,216,348.0,0.03125,26.668905649952407,0.0027076142964778793
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,7,182,302.66666666666663,0.03125,29.27146268365327,0.001487068914147793
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,8,167,282.66666666666663,0.03125,29.734736316458054,0.0013366070019829265
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,9,255,400.0,0.03125,21.392371073715438,0.00912515512714104
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,10,224,358.66666666666663,0.03125,21.68692923324727,0.008526767873346327
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,11,134,238.66666666666666,0.03125,28.651904558573534,0.001715089972131615
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,12,215,346.66666666666663,0.03125,26.87291520367269,0.002583365427181643
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,13,217,349.3333333333333,0.03125,26.396263712761254,0.002883042153059018
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,14,166,281.3333333333333,0.03125,29.72412689987236,0.001339876202071564
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,15,183,304.0,0.03125,29.14267507067872,0.0015318274809029415
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,16,163,277.3333333333333,0.03125,29.678808945267562,0.0013539308033815585
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,17,128,230.66666666666666,0.03125,28.33317018197019,0.0018456967408920306
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,18,210,340.0,0.03125,26.798209945752745,0.0026281876426090135
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,19,222,356.0,0.03125,23.714800465557914,0.005345610569435334
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,20,141,248.0,0.03125,28.9738437679315,0.0015925496712161783
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,21,184,305.3333333333333,0.03125,28.983450043490308,0.0015890309610921808
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,22,174,292.0,0.03125,29.716433832821963,0.0013422517543374502
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,23,121,221.33333333333331,0.03125,27.892537284905956,0.0020427895853832394
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,24,213,344.0,0.03125,27.079196354913336,0.0024635292780388427
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,25,170,286.66666666666663,0.03125,29.74975287227143,0.0013319934104245009
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,26,254,398.66666666666663,0.03125,19.58649402168757,0.013830184104248631
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,27,147,256.0,0.03125,29.214788581677894,0.0015066018812146004
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,28,142,249.33333333333331,0.03125,29.01626114937065,0.0015770710102735465
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,29,122,222.66666666666666,0.03125,27.962284146922244,0.0020102448068259567
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,30,187,309.3333333333333,0.03125,28.219388445723283,0.0018946915531863559
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,31,220,353.3333333333333,0.03125,25.102203428198038,0.0038838014605709994
training_prior__coherent_csi_zero_residual__physics_d_optimal__k32,32,135,240.0,0.03125,28.70087077760705,0.0016958611289899497
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,1,214,345.3333333333333,0.03125,27.010135340693992,0.0025030171741408816
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,2,223,357.3333333333333,0.03125,22.798641310118214,0.006601053194675354
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,3,133,237.33333333333331,0.03125,28.601801979354477,0.0017349907575587972
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,4,164,278.66666666666663,0.03125,29.695974389845432,0.0013485899676059074
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,5,178,297.3333333333333,0.03125,29.5862319097089,0.0013831018829640425
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,6,216,348.0,0.03125,26.668905649952407,0.0027076142964778793
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,7,134,238.66666666666666,0.03125,28.651904558573534,0.001715089972131615
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,8,184,305.3333333333333,0.03125,28.983450043490308,0.0015890309610921808
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,9,224,358.66666666666663,0.03125,21.68692923324727,0.008526767873346327
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,10,215,346.66666666666663,0.03125,26.87291520367269,0.002583365427181643
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,11,167,282.66666666666663,0.03125,29.734736316458054,0.0013366070019829265
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,12,163,277.3333333333333,0.03125,29.678808945267562,0.0013539308033815585
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,13,182,302.66666666666663,0.03125,29.27146268365327,0.001487068914147793
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,14,210,340.0,0.03125,26.798209945752745,0.0026281876426090135
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,15,217,349.3333333333333,0.03125,26.396263712761254,0.002883042153059018
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,16,222,356.0,0.03125,23.714800465557914,0.005345610569435334
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,17,141,248.0,0.03125,28.9738437679315,0.0015925496712161783
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,18,183,304.0,0.03125,29.14267507067872,0.0015318274809029415
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,19,174,292.0,0.03125,29.716433832821963,0.0013422517543374502
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,20,166,281.3333333333333,0.03125,29.72412689987236,0.001339876202071564
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,21,170,286.66666666666663,0.03125,29.74975287227143,0.0013319934104245009
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,22,213,344.0,0.03125,27.079196354913336,0.0024635292780388427
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,23,128,230.66666666666666,0.03125,28.33317018197019,0.0018456967408920306
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,24,177,296.0,0.03125,29.631389955788848,0.0013687948671286683
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,25,187,309.3333333333333,0.03125,28.219388445723283,0.0018946915531863559
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,26,142,249.33333333333331,0.03125,29.01626114937065,0.0015770710102735465
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,27,162,276.0,0.03125,29.65979535591397,0.001359871362114649
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,28,211,341.3333333333333,0.03125,26.98704509609381,0.0025163604687636672
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,29,137,242.66666666666666,0.03125,28.795691237318948,0.0016592362976004331
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,30,185,306.66666666666663,0.03125,28.78525031560916,0.0016632300847793193
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,31,135,240.0,0.03125,28.70087077760705,0.0016958611289899497
training_prior__coherent_csi_zero_residual__prior_d_optimal__k32,32,168,284.0,0.03125,29.74273308485212,0.001334148139947727
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,1,214,345.3333333333333,0.03125,27.010135340693992,0.0025030171741408816
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,2,215,346.66666666666663,0.03125,26.87291520367269,0.002583365427181643
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,3,213,344.0,0.03125,27.079196354913336,0.0024635292780388427
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,4,216,348.0,0.03125,26.668905649952407,0.0027076142964778793
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,5,212,342.66666666666663,0.03125,27.07490512390339,0.0024659646757330526
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,6,217,349.3333333333333,0.03125,26.396263712761254,0.002883042153059018
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,7,128,230.66666666666666,0.03125,28.33317018197019,0.0018456967408920306
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,8,211,341.3333333333333,0.03125,26.98704509609381,0.0025163604687636672
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,9,223,357.3333333333333,0.03125,22.798641310118214,0.006601053194675354
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,10,218,350.66666666666663,0.03125,26.050145879280265,0.003122214782517315
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,11,222,356.0,0.03125,23.714800465557914,0.005345610569435334
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,12,127,229.33333333333331,0.03125,28.27647355292659,0.0018699500603808299
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,13,210,340.0,0.03125,26.798209945752745,0.0026281876426090135
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,14,167,282.66666666666663,0.03125,29.734736316458054,0.0013366070019829265
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,15,224,358.66666666666663,0.03125,21.68692923324727,0.008526767873346327
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,16,166,281.3333333333333,0.03125,29.72412689987236,0.001339876202071564
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,17,129,232.0,0.03125,28.387643290644775,0.0018226909384626336
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,18,221,354.66666666666663,0.03125,24.473274596668944,0.004489003085148611
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,19,219,352.0,0.03125,25.62260685934315,0.003445217762264203
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,20,209,338.66666666666663,0.03125,26.480113372690425,0.002827912882151634
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,21,168,284.0,0.03125,29.74273308485212,0.001334148139947727
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,22,220,353.3333333333333,0.03125,25.102203428198038,0.0038838014605709994
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,23,208,337.3333333333333,0.03125,25.988666611075644,0.003166727565064974
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,24,165,280.0,0.03125,29.711138860528976,0.0013438892423764963
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,25,169,285.3333333333333,0.03125,29.747844909443472,0.0013325787165590225
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,26,225,360.0,0.03125,20.32794820192933,0.011659570247814164
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,27,179,298.66666666666663,0.03125,29.53031679739898,0.001401024351145305
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,28,126,228.0,0.03125,28.217696359294308,0.0018954299016185787
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,29,130,233.33333333333331,0.03125,28.442421026671028,0.0017998456422236196
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,30,178,297.3333333333333,0.03125,29.5862319097089,0.0013831018829640425
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,31,147,256.0,0.03125,29.214788581677894,0.0015066018812146004
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k32,32,170,286.66666666666663,0.03125,29.74975287227143,0.0013319934104245009
training_prior__coherent_csi_zero_residual__target_balanced__k32,1,214,345.3333333333333,0.03125,27.010135340693992,0.0025030171741408816
training_prior__coherent_csi_zero_residual__target_balanced__k32,2,170,286.66666666666663,0.03125,29.74975287227143,0.0013319934104245009
training_prior__coherent_csi_zero_residual__target_balanced__k32,3,223,357.3333333333333,0.03125,22.798641310118214,0.006601053194675354
training_prior__coherent_csi_zero_residual__target_balanced__k32,4,164,278.66666666666663,0.03125,29.695974389845432,0.0013485899676059074
training_prior__coherent_csi_zero_residual__target_balanced__k32,5,177,296.0,0.03125,29.631389955788848,0.0013687948671286683
training_prior__coherent_csi_zero_residual__target_balanced__k32,6,176,294.66666666666663,0.03125,29.666993057402536,0.00135761947035135
training_prior__coherent_csi_zero_residual__target_balanced__k32,7,215,346.66666666666663,0.03125,26.87291520367269,0.002583365427181643
training_prior__coherent_csi_zero_residual__target_balanced__k32,8,142,249.33333333333331,0.03125,29.01626114937065,0.0015770710102735465
training_prior__coherent_csi_zero_residual__target_balanced__k32,9,222,356.0,0.03125,23.714800465557914,0.005345610569435334
training_prior__coherent_csi_zero_residual__target_balanced__k32,10,163,277.3333333333333,0.03125,29.678808945267562,0.0013539308033815585
training_prior__coherent_csi_zero_residual__target_balanced__k32,11,178,297.3333333333333,0.03125,29.5862319097089,0.0013831018829640425
training_prior__coherent_csi_zero_residual__target_balanced__k32,12,175,293.3333333333333,0.03125,29.6946915465372,0.0013489883804860285
training_prior__coherent_csi_zero_residual__target_balanced__k32,13,213,344.0,0.03125,27.079196354913336,0.0024635292780388427
training_prior__coherent_csi_zero_residual__target_balanced__k32,14,224,358.66666666666663,0.03125,21.68692923324727,0.008526767873346327
training_prior__coherent_csi_zero_residual__target_balanced__k32,15,167,282.66666666666663,0.03125,29.734736316458054,0.0013366070019829265
training_prior__coherent_csi_zero_residual__target_balanced__k32,16,216,348.0,0.03125,26.668905649952407,0.0027076142964778793
training_prior__coherent_csi_zero_residual__target_balanced__k32,17,179,298.66666666666663,0.03125,29.53031679739898,0.001401024351145305
training_prior__coherent_csi_zero_residual__target_balanced__k32,18,174,292.0,0.03125,29.716433832821963,0.0013422517543374502
training_prior__coherent_csi_zero_residual__target_balanced__k32,19,128,230.66666666666666,0.03125,28.33317018197019,0.0018456967408920306
training_prior__coherent_csi_zero_residual__target_balanced__k32,20,133,237.33333333333331,0.03125,28.601801979354477,0.0017349907575587972
training_prior__coherent_csi_zero_residual__target_balanced__k32,21,166,281.3333333333333,0.03125,29.72412689987236,0.001339876202071564
training_prior__coherent_csi_zero_residual__target_balanced__k32,22,217,349.3333333333333,0.03125,26.396263712761254,0.002883042153059018
training_prior__coherent_csi_zero_residual__target_balanced__k32,23,180,300.0,0.03125,29.461190632757237,0.001423502716541505
training_prior__coherent_csi_zero_residual__target_balanced__k32,24,173,290.66666666666663,0.03125,29.73207196674757,0.0013374272475135387
training_prior__coherent_csi_zero_residual__target_balanced__k32,25,212,342.66666666666663,0.03125,27.07490512390339,0.0024659646757330526
training_prior__coherent_csi_zero_residual__target_balanced__k32,26,141,248.0,0.03125,28.9738437679315,0.0015925496712161783
training_prior__coherent_csi_zero_residual__target_balanced__k32,27,168,284.0,0.03125,29.74273308485212,0.001334148139947727
training_prior__coherent_csi_zero_residual__target_balanced__k32,28,162,276.0,0.03125,29.65979535591397,0.001359871362114649
training_prior__coherent_csi_zero_residual__target_balanced__k32,29,172,289.3333333333333,0.03125,29.742373569608247,0.0013342585872288565
training_prior__coherent_csi_zero_residual__target_balanced__k32,30,181,301.3333333333333,0.03125,29.376077221185042,0.0014516758146945158
training_prior__coherent_csi_zero_residual__target_balanced__k32,31,127,229.33333333333331,0.03125,28.27647355292659,0.0018699500603808299
training_prior__coherent_csi_zero_residual__target_balanced__k32,32,137,242.66666666666666,0.03125,28.795691237318948,0.0016592362976004331
training_prior__coherent_csi_zero_residual__uniform__k64,1,0,60.0,0.015625,-80.62286466026438,145132217.03203645
training_prior__coherent_csi_zero_residual__uniform__k64,2,4,65.33333333333333,0.015625,-10.867579714518456,15.354487846426606
training_prior__coherent_csi_zero_residual__uniform__k64,3,8,70.66666666666667,0.015625,12.895562134927317,0.06455370155244668
training_prior__coherent_csi_zero_residual__uniform__k64,4,12,76.0,0.015625,15.11374127289045,0.03873497109810745
training_prior__coherent_csi_zero_residual__uniform__k64,5,16,81.33333333333333,0.015625,16.14402683757774,0.030554464721268416
training_prior__coherent_csi_zero_residual__uniform__k64,6,20,86.66666666666666,0.015625,16.87160061502361,0.025841475179164783
training_prior__coherent_csi_zero_residual__uniform__k64,7,24,92.0,0.015625,17.467068166555165,0.022530485325441402
training_prior__coherent_csi_zero_residual__uniform__k64,8,28,97.33333333333333,0.015625,17.979447145513447,0.020023161442260084
training_prior__coherent_csi_zero_residual__uniform__k64,9,32,102.66666666666666,0.015625,18.416664502702574,0.018105516280396982
training_prior__coherent_csi_zero_residual__uniform__k64,10,36,108.0,0.015625,18.7227015799174,0.016873578860239123
training_prior__coherent_csi_zero_residual__uniform__k64,11,40,113.33333333333333,0.015625,18.408778315716702,0.018138423261455067
training_prior__coherent_csi_zero_residual__uniform__k64,12,45,120.0,0.015625,9.303133723967775,0.14762638705569572
training_prior__coherent_csi_zero_residual__uniform__k64,13,49,125.33333333333333,0.015625,19.563598625035297,0.0139032874231962
training_prior__coherent_csi_zero_residual__uniform__k64,14,53,130.66666666666666,0.015625,20.369511847681125,0.011548515957317354
training_prior__coherent_csi_zero_residual__uniform__k64,15,57,136.0,0.015625,20.7882000488586,0.010487147073360422
training_prior__coherent_csi_zero_residual__uniform__k64,16,61,141.33333333333331,0.015625,21.10650395699099,0.00974601258494057
training_prior__coherent_csi_zero_residual__uniform__k64,17,65,146.66666666666666,0.015625,21.362169221845278,0.009188834750457883
training_prior__coherent_csi_zero_residual__uniform__k64,18,69,152.0,0.015625,21.549093334320673,0.008801729756948165
training_prior__coherent_csi_zero_residual__uniform__k64,19,73,157.33333333333331,0.015625,21.630927660740824,0.008637431127897584
training_prior__coherent_csi_zero_residual__uniform__k64,20,77,162.66666666666666,0.015625,21.50916115305,0.008883032442574823
training_prior__coherent_csi_zero_residual__uniform__k64,21,81,168.0,0.015625,20.887386949199396,0.010250349384432759
training_prior__coherent_csi_zero_residual__uniform__k64,22,85,173.33333333333331,0.015625,18.562727352019138,0.017506713654595236
training_prior__coherent_csi_zero_residual__uniform__k64,23,89,178.66666666666666,0.015625,5.841839527933033,0.32756192203008033
training_prior__coherent_csi_zero_residual__uniform__k64,24,93,184.0,0.015625,-50.98856362102032,157882.40221097175
training_prior__coherent_csi_zero_residual__uniform__k64,25,97,189.33333333333331,0.015625,12.838085344336776,0.06541371720897353
training_prior__coherent_csi_zero_residual__uniform__k64,26,101,194.66666666666666,0.015625,20.630511220247485,0.010874924274795198
training_prior__coherent_csi_zero_residual__uniform__k64,27,105,200.0,0.015625,22.70312750090592,0.006747837468924018
training_prior__coherent_csi_zero_residual__uniform__k64,28,109,205.33333333333331,0.015625,23.62654335952763,0.005455355133284119
training_prior__coherent_csi_zero_residual__uniform__k64,29,113,210.66666666666666,0.015625,24.17720444275244,0.004805702912080046
training_prior__coherent_csi_zero_residual__uniform__k64,30,117,216.0,0.015625,24.570338760091047,0.004389787399226433
training_prior__coherent_csi_zero_residual__uniform__k64,31,121,221.33333333333331,0.015625,24.882237328266143,0.004085579170766479
training_prior__coherent_csi_zero_residual__uniform__k64,32,125,226.66666666666666,0.015625,25.146682143887745,0.0038442281019876456
training_prior__coherent_csi_zero_residual__uniform__k64,33,130,233.33333333333331,0.015625,25.432121070031215,0.003599691284447239
training_prior__coherent_csi_zero_residual__uniform__k64,34,134,238.66666666666666,0.015625,25.64160460193372,0.0034301799442632308
training_prior__coherent_csi_zero_residual__uniform__k64,35,138,244.0,0.015625,25.83133059966643,0.00328355506352187
training_prior__coherent_csi_zero_residual__uniform__k64,36,142,249.33333333333331,0.015625,26.005961192730837,0.003154142020547094
training_prior__coherent_csi_zero_residual__uniform__k64,37,146,254.66666666666666,0.015625,26.166559888194215,0.0030396345671643023
training_prior__coherent_csi_zero_residual__uniform__k64,38,150,260.0,0.015625,26.312453736594236,0.002939219294428931
training_prior__coherent_csi_zero_residual__uniform__k64,39,154,265.3333333333333,0.015625,26.443854686179392,0.002851621595080408
training_prior__coherent_csi_zero_residual__uniform__k64,40,158,270.66666666666663,0.015625,26.557394733791753,0.0027780361330176214
training_prior__coherent_csi_zero_residual__uniform__k64,41,162,276.0,0.015625,26.64949539927416,0.0027197427242292983
training_prior__coherent_csi_zero_residual__uniform__k64,42,166,281.3333333333333,0.015625,26.713826943232547,0.0026797524041431283
training_prior__coherent_csi_zero_residual__uniform__k64,43,170,286.66666666666663,0.015625,26.739452915631617,0.0026639868208490026
training_prior__coherent_csi_zero_residual__uniform__k64,44,174,292.0,0.015625,26.70613387618215,0.002684503508674901
training_prior__coherent_csi_zero_residual__uniform__k64,45,178,297.3333333333333,0.015625,26.575931953069087,0.0027662037659280853
training_prior__coherent_csi_zero_residual__uniform__k64,46,182,302.66666666666663,0.015625,26.261162727013456,0.0029741378282955866
training_prior__coherent_csi_zero_residual__uniform__k64,47,186,308.0,0.015625,25.525901134289498,0.0035227940172953462
training_prior__coherent_csi_zero_residual__uniform__k64,48,190,313.3333333333333,0.015625,23.532370108988502,0.0055749419893514505
training_prior__coherent_csi_zero_residual__uniform__k64,49,194,318.66666666666663,0.015625,15.151973607816316,0.038395471290378846
training_prior__coherent_csi_zero_residual__uniform__k64,50,198,324.0,0.015625,-45.41384418211106,43738.288184946854
training_prior__coherent_csi_zero_residual__uniform__k64,51,202,329.3333333333333,0.015625,5.2286026711124975,0.3772394442984163
training_prior__coherent_csi_zero_residual__uniform__k64,52,206,334.66666666666663,0.015625,21.18342274899257,0.009574918557917204
training_prior__coherent_csi_zero_residual__uniform__k64,53,210,340.0,0.015625,23.78790998911292,0.005256375285218044
training_prior__coherent_csi_zero_residual__uniform__k64,54,215,346.66666666666663,0.015625,23.862615247032892,0.0051667308543632716
training_prior__coherent_csi_zero_residual__uniform__k64,55,219,352.0,0.015625,22.612306902703338,0.006890435524528406
training_prior__coherent_csi_zero_residual__uniform__k64,56,223,357.3333333333333,0.015625,19.7883413534784,0.013202106389350708
training_prior__coherent_csi_zero_residual__uniform__k64,57,227,362.66666666666663,0.015625,13.536238374834795,0.05569978593016171
training_prior__coherent_csi_zero_residual__uniform__k64,58,231,368.0,0.015625,-7.238287208535908,6.657421962590154
training_prior__coherent_csi_zero_residual__uniform__k64,59,235,373.3333333333333,0.015625,-63.43056291549382,2770343.715084472
training_prior__coherent_csi_zero_residual__uniform__k64,60,239,378.66666666666663,0.015625,-150.0,1257411313410759.0
training_prior__coherent_csi_zero_residual__uniform__k64,61,243,384.0,0.015625,-150.0,1257411313410759.0
training_prior__coherent_csi_zero_residual__uniform__k64,62,247,389.3333333333333,0.015625,-23.279408280200755,267.55815440718544
training_prior__coherent_csi_zero_residual__uniform__k64,63,251,394.66666666666663,0.015625,8.02528566914151,0.19812934173151286
training_prior__coherent_csi_zero_residual__uniform__k64,64,255,400.0,0.015625,18.382071117075625,0.01825031025428208
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,1,214,345.3333333333333,0.015625,23.99983538405418,0.005006034348281765
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,2,164,278.66666666666663,0.015625,26.68567443320562,0.002697179935211815
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,3,223,357.3333333333333,0.015625,19.7883413534784,0.013202106389350708
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,4,133,237.33333333333331,0.015625,25.591502022714664,0.0034699815151175953
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,5,178,297.3333333333333,0.015625,26.575931953069087,0.0027662037659280853
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,6,216,348.0,0.015625,23.658605693312595,0.005415228592955759
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,7,182,302.66666666666663,0.015625,26.261162727013456,0.0029741378282955866
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,8,167,282.66666666666663,0.015625,26.72443635981824,0.002673214003965853
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,9,255,400.0,0.015625,18.382071117075625,0.01825031025428208
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,10,224,358.66666666666663,0.015625,18.67662927660743,0.017053535746692768
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,11,134,238.66666666666666,0.015625,25.64160460193372,0.0034301799442632308
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,12,215,346.66666666666663,0.015625,23.862615247032892,0.0051667308543632716
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,13,217,349.3333333333333,0.015625,23.385963756121427,0.005766084306118054
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,14,166,281.3333333333333,0.015625,26.713826943232547,0.0026797524041431283
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,15,183,304.0,0.015625,26.132375114038908,0.0030636549618058835
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,16,163,277.3333333333333,0.015625,26.66850898862775,0.0027078616067631174
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,17,128,230.66666666666666,0.015625,25.322870225330377,0.003691393481784062
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,18,210,340.0,0.015625,23.78790998911292,0.005256375285218044
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,19,222,356.0,0.015625,20.704500508918088,0.010691221138870704
